OrderID,CustomerID,ProductID,OrderDate,Quantity,Price,City
61,106,504,2023-07-13,8,25.65,San Diego
62,107,504,2023-06-06,6,6.5,New York
63,107,504,2023-07-01,3,21.57,Dallas
64,103,504,2023-06-16,6,23.59,Miami
65,104,502,2023-06-25,3,19.54,Los Angeles
66,105,504,2023-08-03,10,24.6,Chicago
67,108,502,2023-05-11,2,9.33,San Diego
68,102,501,2023-06-25,1,12.94,Miami
69,107,503,2023-05-17,1,16.11,Phoenix
70,110,502,2023-07-12,3,24.35,Phoenix
71,104,503,2023-05-26,5,8.58,Dallas
72,104,502,2023-08-06,3,25.51,Dallas
73,108,501,2023-07-22,10,6.67,Atlanta
74,103,504,2023-06-17,8,22.9,San Diego
75,108,504,2023-05-17,5,20.01,San Diego
76,110,504,2023-05-01,2,20.26,Los Angeles
77,110,501,2023-05-09,1,24.81,San Diego
78,102,501,2023-07-12,5,25.16,Los Angeles
79,110,504,2023-05-06,6,10.32,Chicago
80,102,501,2023-06-28,2,11.82,Los Angeles
81,104,501,2023-07-31,9,8.46,Houston
82,105,502,2023-06-03,9,18.72,Houston
83,109,502,2023-07-28,6,24.27,Miami
84,109,501,2023-07-28,3,24.03,Los Angeles
85,106,502,2023-05-18,6,20.11,Chicago
86,101,504,2023-08-04,2,19.1,Atlanta
87,103,501,2023-06-04,1,25.73,Atlanta
88,105,502,2023-06-09,1,19.79,Houston
89,109,502,2023-08-08,3,20.25,New York
90,110,502,2023-06-09,9,24.98,San Francisco
91,105,503,2023-05-22,1,18.42,San Diego
92,109,504,2023-06-02,6,25.96,Atlanta
93,105,502,2023-05-28,3,7.32,Los Angeles
94,110,501,2023-05-10,4,24.1,Chicago
95,102,504,2023-06-05,2,16.44,Miami
96,108,502,2023-07-19,2,5.25,Chicago
97,107,504,2023-07-17,4,19.17,San Diego
98,108,501,2023-07-16,6,22.37,Miami
99,101,502,2023-05-14,8,21.72,Houston
100,103,503,2023-05-26,4,23.26,New York
101,109,501,2023-06-14,1,7.31,Chicago
102,104,501,2023-05-24,3,21.98,San Francisco
103,110,502,2023-05-03,3,19.06,Phoenix
104,107,504,2023-07-15,10,20.71,Phoenix
105,106,504,2023-07-03,8,22.69,Dallas
106,107,501,2023-05-01,9,23.89,Houston
107,102,503,2023-05-13,2,8.06,San Francisco
108,104,504,2023-06-24,9,11.86,San Diego
109,105,503,2023-06-24,5,6.0,Atlanta
110,108,501,2023-07-21,3,12.26,San Francisco
111,110,503,2023-05-01,3,15.42,San Diego
112,108,502,2023-06-30,10,24.61,New York
113,103,504,2023-06-25,4,14.3,Phoenix
114,104,501,2023-05-17,2,18.43,New York
115,105,502,2023-05-15,8,7.94,Phoenix
116,107,503,2023-06-22,8,24.2,New York
117,110,503,2023-07-02,4,16.63,Dallas
118,103,501,2023-07-14,8,7.43,Chicago
119,104,503,2023-06-21,3,8.94,Chicago
120,105,504,2023-05-24,3,17.93,New York
121,102,504,2023-06-17,6,25.62,Houston
122,101,503,2023-06-22,3,24.66,Phoenix
123,102,502,2023-06-28,2,25.48,New York
124,104,501,2023-08-02,7,9.08,Los Angeles
125,101,501,2023-05-06,8,17.9,Chicago
126,105,503,2023-07-05,3,14.66,Miami
127,108,502,2023-05-01,6,10.02,Phoenix
128,101,504,2023-05-09,1,11.87,Atlanta
129,109,501,2023-07-20,1,20.59,New York
130,103,503,2023-07-02,6,11.76,Miami
131,108,502,2023-06-20,4,8.64,Dallas
132,101,504,2023-07-06,4,15.54,Miami
133,101,501,2023-07-14,3,21.78,Atlanta
134,101,504,2023-05-22,3,22.77,Los Angeles
135,102,503,2023-05-21,4,15.33,San Francisco
136,103,501,2023-07-14,10,11.07,Dallas
137,109,503,2023-06-06,3,16.08,Atlanta
138,105,503,2023-05-02,5,19.25,Miami
139,103,503,2023-07-03,2,22.39,San Diego
140,103,502,2023-06-24,9,6.18,Phoenix
141,106,504,2023-05-20,5,10.81,Los Angeles
142,105,503,2023-06-11,9,25.37,San Francisco
143,103,501,2023-05-24,7,13.56,Phoenix
144,107,502,2023-08-01,4,13.9,Houston
145,109,504,2023-05-09,9,7.81,San Diego
146,110,504,2023-07-14,9,8.61,Atlanta
147,107,503,2023-07-10,8,14.18,Dallas
148,104,502,2023-05-23,2,10.14,Dallas
149,108,503,2023-07-26,5,21.21,Atlanta
150,103,501,2023-07-16,9,24.87,San Francisco
151,104,502,2023-05-04,6,25.05,Phoenix
152,104,501,2023-05-19,7,5.29,Los Angeles
153,107,503,2023-06-17,6,24.54,Houston
154,107,502,2023-06-07,3,11.5,Houston
155,108,504,2023-05-18,1,6.85,San Francisco
156,102,501,2023-06-21,3,14.92,Houston
157,109,501,2023-06-14,10,18.43,San Diego
158,107,502,2023-07-12,9,10.28,Chicago
159,101,504,2023-06-27,2,13.33,Chicago
160,103,504,2023-06-28,10,12.76,Houston
161,102,503,2023-05-30,5,25.64,San Francisco
162,105,501,2023-06-20,7,11.13,Atlanta
163,106,501,2023-07-18,2,11.45,Atlanta
164,106,503,2023-05-25,4,19.69,Atlanta
165,108,503,2023-05-21,3,12.57,Los Angeles
166,101,503,2023-07-24,7,17.04,New York
167,109,504,2023-07-07,8,14.27,Dallas
168,104,504,2023-05-10,10,24.44,New York
169,110,501,2023-05-25,4,23.62,San Francisco
170,109,504,2023-05-31,6,8.75,Phoenix
171,102,504,2023-05-25,6,8.58,Chicago
172,105,502,2023-06-29,1,21.11,Chicago
173,109,502,2023-05-20,1,9.38,San Francisco
174,108,501,2023-07-01,8,23.02,Phoenix
175,101,504,2023-07-22,7,8.43,Phoenix
176,107,501,2023-05-10,5,7.82,New York
177,107,501,2023-07-19,1,12.39,Los Angeles
178,107,503,2023-05-20,6,8.68,Miami
179,103,502,2023-08-05,9,15.75,San Diego
180,110,503,2023-06-08,6,13.54,San Diego
181,106,502,2023-07-18,7,23.51,Dallas
182,110,501,2023-07-21,6,23.13,Miami
183,105,501,2023-06-15,1,22.12,New York
184,105,504,2023-07-22,10,11.2,Miami
185,108,504,2023-06-01,4,8.91,New York
186,106,502,2023-06-04,4,9.08,Houston
187,101,503,2023-07-14,4,11.63,San Diego
188,109,502,2023-05-29,8,20.86,New York
189,106,504,2023-06-13,3,8.42,Miami
190,101,502,2023-06-24,9,23.03,New York
191,104,504,2023-07-24,6,22.73,Chicago
192,105,504,2023-06-22,2,18.04,Houston
193,103,501,2023-07-10,5,10.2,San Diego
194,102,503,2023-06-18,1,9.62,Dallas
195,109,504,2023-06-03,9,21.13,San Diego
196,102,502,2023-07-19,10,11.24,Los Angeles
197,108,504,2023-05-03,2,10.72,Miami
198,107,504,2023-05-24,7,5.89,Miami
199,108,503,2023-07-30,6,19.82,Dallas
200,104,503,2023-08-09,1,19.87,San Francisco
201,102,502,2023-07-23,2,23.16,New York
202,104,503,2023-06-16,10,9.35,San Diego
203,108,503,2023-05-02,2,12.56,Dallas
204,102,503,2023-07-11,8,11.21,Houston
205,107,503,2023-07-15,4,13.74,Houston
206,105,501,2023-07-26,5,19.1,San Diego
207,109,503,2023-05-15,1,25.07,New York
208,106,503,2023-07-07,8,24.11,Houston
209,104,501,2023-05-16,2,15.36,Houston
210,109,503,2023-05-09,8,11.17,Atlanta
211,104,503,2023-07-09,1,25.37,Phoenix
212,110,502,2023-07-01,7,19.21,Atlanta
213,103,504,2023-07-23,3,11.07,New York
214,101,502,2023-05-24,6,12.77,Phoenix
215,101,501,2023-05-03,3,5.72,Dallas
216,105,503,2023-07-09,7,13.59,Los Angeles
217,107,502,2023-07-21,6,25.64,San Diego
218,101,503,2023-06-26,3,20.51,Phoenix
219,105,503,2023-07-07,2,23.94,Dallas
220,106,504,2023-05-17,2,18.3,Chicago
221,110,502,2023-05-29,1,5.11,Houston
222,109,502,2023-07-09,2,8.35,Phoenix
223,102,501,2023-07-09,6,16.47,Atlanta
224,109,504,2023-07-10,4,22.64,Miami
225,108,503,2023-06-06,5,6.8,Dallas
226,107,504,2023-05-31,4,6.15,Atlanta
227,108,501,2023-05-26,8,7.67,New York
228,110,503,2023-06-11,3,20.29,Los Angeles
229,102,501,2023-06-27,1,16.38,San Francisco
230,101,503,2023-07-16,7,11.41,Houston
231,102,504,2023-05-21,6,5.23,Houston
232,106,501,2023-05-20,8,18.04,Miami
233,102,501,2023-05-25,4,10.58,San Diego
234,108,502,2023-06-25,6,16.18,Phoenix
235,101,501,2023-07-30,4,7.73,Dallas
236,105,504,2023-05-26,2,21.66,Dallas
237,105,502,2023-07-05,10,24.76,Atlanta
238,106,502,2023-07-24,6,13.16,Miami
239,104,504,2023-05-07,10,8.83,Los Angeles
240,109,501,2023-05-20,6,5.25,Los Angeles
241,101,504,2023-07-07,6,25.2,San Francisco
242,106,501,2023-06-24,10,13.77,Atlanta
243,102,503,2023-05-08,3,16.01,Phoenix
244,104,502,2023-06-16,8,22.66,Houston
245,101,501,2023-06-03,3,7.32,Chicago
246,107,503,2023-08-04,7,11.59,Houston
247,107,503,2023-06-23,6,25.22,Atlanta
248,104,503,2023-06-12,3,15.58,Miami
249,108,502,2023-07-05,3,12.25,San Francisco
250,102,503,2023-07-14,9,7.8,Dallas
251,107,502,2023-07-16,2,20.71,Phoenix
252,110,504,2023-07-31,7,17.7,San Diego
253,109,502,2023-05-20,4,19.54,Chicago
254,105,503,2023-05-21,5,14.66,Chicago
255,102,504,2023-07-04,7,23.93,Miami
256,110,501,2023-05-19,1,11.46,San Francisco
257,103,503,2023-08-09,6,17.99,San Diego
258,108,502,2023-07-22,7,25.13,Atlanta
259,101,504,2023-05-02,9,5.12,Houston
260,109,501,2023-06-07,10,9.99,San Francisco
261,106,503,2023-07-06,4,21.84,New York
262,101,501,2023-07-07,5,17.41,Atlanta
263,107,503,2023-05-30,5,8.72,Houston
264,102,504,2023-05-21,10,14.46,San Diego
265,102,503,2023-05-09,2,13.55,Dallas
266,110,503,2023-06-21,2,5.66,New York
267,102,501,2023-07-30,4,25.14,Phoenix
268,105,504,2023-06-13,8,25.32,Dallas
269,102,502,2023-07-25,4,14.43,New York
270,103,504,2023-05-06,7,8.17,New York
271,106,503,2023-06-10,5,7.59,Dallas
272,102,503,2023-06-15,7,17.63,Atlanta
273,101,504,2023-07-15,5,9.29,Atlanta
274,108,503,2023-05-07,8,8.49,Miami
275,101,501,2023-05-30,5,7.3,Houston
276,109,503,2023-07-04,10,17.61,Los Angeles
277,110,502,2023-07-03,8,7.84,San Diego
278,105,503,2023-05-18,2,8.9,San Diego
279,102,504,2023-05-28,10,20.32,San Diego
280,108,502,2023-05-01,4,9.79,New York
281,110,503,2023-07-08,9,13.22,New York
282,106,504,2023-05-29,9,11.06,Phoenix
283,103,504,2023-05-25,10,17.27,Los Angeles
284,105,504,2023-05-05,5,16.96,Los Angeles
285,101,501,2023-08-02,2,25.65,Los Angeles
286,101,504,2023-07-12,10,13.97,San Diego
287,109,503,2023-07-31,7,17.77,Houston
288,105,501,2023-07-20,5,12.27,Miami
289,104,503,2023-06-19,5,16.49,Dallas
290,108,502,2023-05-25,5,7.54,San Francisco
291,108,501,2023-07-02,6,12.35,San Francisco
292,103,501,2023-07-17,9,24.33,Houston
293,110,502,2023-06-08,6,14.69,Chicago
294,109,501,2023-05-26,3,20.1,Los Angeles
295,110,503,2023-05-18,9,18.17,Houston
296,103,504,2023-05-20,6,14.04,Houston
297,109,503,2023-06-01,5,25.98,Houston
298,106,501,2023-07-26,4,6.78,Miami
299,102,504,2023-07-05,4,16.32,San Francisco
300,110,501,2023-06-10,9,11.69,Los Angeles
301,104,504,2023-06-22,2,23.72,Los Angeles
302,102,501,2023-05-28,6,21.69,San Francisco
303,110,503,2023-05-21,6,21.52,San Francisco
304,109,503,2023-05-13,1,23.5,Chicago
305,109,503,2023-05-24,8,13.77,San Diego
306,102,503,2023-05-14,6,24.99,Dallas
307,106,502,2023-06-18,5,13.32,San Francisco
308,108,503,2023-06-06,4,7.34,Atlanta
309,101,502,2023-05-14,6,9.18,San Francisco
310,109,501,2023-06-07,7,5.33,San Diego
311,107,502,2023-06-09,3,13.88,Dallas
312,107,502,2023-05-23,5,13.37,New York
313,106,504,2023-05-15,3,22.08,Dallas
314,104,501,2023-08-07,9,13.38,Atlanta
315,107,502,2023-07-01,8,18.41,New York
316,103,502,2023-07-16,8,8.37,Los Angeles
317,102,503,2023-06-09,5,17.21,Phoenix
318,101,501,2023-06-21,2,5.67,Dallas
319,105,501,2023-06-20,1,24.01,New York
320,104,501,2023-07-18,5,5.27,San Francisco
321,108,504,2023-06-16,9,7.51,San Francisco
322,101,501,2023-07-22,2,16.92,Los Angeles
323,105,502,2023-07-06,4,23.77,San Diego
324,103,502,2023-07-03,10,22.04,Miami
325,107,503,2023-05-12,4,21.84,San Francisco
326,101,501,2023-06-28,8,18.47,Chicago
327,105,502,2023-07-17,2,22.96,Miami
328,104,504,2023-05-12,4,8.41,New York
329,107,504,2023-05-17,10,22.7,Los Angeles
330,108,501,2023-05-04,9,9.55,Phoenix
331,110,503,2023-07-22,7,14.0,Chicago
332,106,504,2023-08-07,7,7.3,Houston
333,105,503,2023-05-07,8,13.83,Dallas
334,102,504,2023-06-13,8,13.78,Dallas
335,102,503,2023-06-16,1,14.53,Phoenix
336,102,503,2023-08-01,3,19.74,San Francisco
337,101,501,2023-05-12,8,14.78,Houston
338,103,501,2023-07-08,6,15.81,Los Angeles
339,102,504,2023-05-11,4,25.57,Dallas
340,107,502,2023-06-29,9,20.26,Phoenix
341,109,502,2023-05-29,2,24.86,Houston
342,105,503,2023-05-04,4,8.57,New York
343,108,502,2023-07-12,1,18.07,Phoenix
344,108,502,2023-07-04,6,22.57,New York
345,109,502,2023-05-08,1,7.76,Phoenix
346,107,501,2023-07-19,8,9.71,Phoenix
347,103,501,2023-07-07,10,18.41,San Diego
348,106,501,2023-07-16,1,24.01,Miami
349,104,503,2023-08-06,3,12.74,Phoenix
350,108,503,2023-06-30,4,7.44,Houston
351,106,503,2023-05-31,10,22.48,Miami
352,106,502,2023-08-01,8,25.53,San Francisco
353,103,504,2023-06-11,10,14.44,Houston
354,101,501,2023-06-18,7,22.52,Houston
355,110,504,2023-05-01,5,12.82,Phoenix
356,102,502,2023-07-01,8,21.16,San Francisco
357,106,503,2023-07-21,6,21.64,Chicago
358,106,504,2023-08-06,8,5.51,Dallas
359,104,501,2023-07-27,2,18.65,Chicago
360,107,502,2023-06-20,5,5.11,Miami
361,106,502,2023-05-01,4,11.88,Houston
362,103,504,2023-07-11,5,10.72,San Francisco
363,109,501,2023-07-10,8,24.28,New York
364,104,501,2023-08-06,7,16.51,Houston
365,105,502,2023-06-16,2,16.81,Los Angeles
366,102,501,2023-07-29,3,15.37,Dallas
367,103,504,2023-05-01,8,20.4,San Francisco
368,109,501,2023-07-10,5,12.76,Houston
369,102,504,2023-07-29,3,21.89,Miami
370,110,503,2023-07-30,3,12.19,Atlanta
371,106,503,2023-05-28,4,14.76,Houston
372,106,504,2023-06-12,5,19.11,San Diego
373,109,501,2023-07-19,3,6.75,Houston
374,110,502,2023-06-23,4,21.89,Dallas
375,110,503,2023-07-17,9,19.97,Dallas
376,105,501,2023-05-17,4,12.53,Dallas
377,105,501,2023-07-01,8,24.54,New York
378,107,502,2023-05-16,9,12.26,Dallas
379,102,503,2023-07-23,10,25.11,Houston
380,103,503,2023-07-16,5,14.6,Dallas
381,102,501,2023-06-10,6,24.88,Houston
382,108,501,2023-07-02,4,8.11,Chicago
383,108,504,2023-05-14,10,22.53,San Francisco
384,103,502,2023-06-24,3,17.18,San Diego
385,109,502,2023-05-17,9,14.05,San Diego
386,110,503,2023-05-10,6,8.62,San Francisco
387,107,503,2023-07-18,4,24.87,Los Angeles
388,109,501,2023-07-10,10,23.82,Los Angeles
389,101,502,2023-06-05,9,18.0,Houston
390,104,503,2023-05-31,6,12.56,Phoenix
391,110,501,2023-05-11,4,8.38,New York
392,101,504,2023-05-27,7,21.31,Houston
393,107,504,2023-06-16,2,17.12,San Francisco
394,105,501,2023-07-27,6,18.49,Houston
395,107,503,2023-05-27,7,16.06,Los Angeles
396,110,504,2023-08-08,8,16.58,Dallas
397,106,502,2023-05-05,5,15.66,Phoenix
398,101,503,2023-05-31,9,19.39,Houston
399,102,503,2023-08-06,7,16.52,Atlanta
400,105,503,2023-07-30,10,12.31,Los Angeles
401,106,504,2023-05-23,6,10.2,San Francisco
402,110,502,2023-05-21,5,13.06,Chicago
403,108,503,2023-05-17,5,15.04,Phoenix
404,101,502,2023-05-22,7,20.87,Phoenix
405,108,502,2023-05-17,9,24.02,San Francisco
406,104,503,2023-06-26,1,25.37,Dallas
407,106,501,2023-07-23,4,9.87,Dallas
408,110,501,2023-08-06,4,15.19,Los Angeles
409,107,502,2023-07-22,7,20.7,Houston
410,105,501,2023-06-05,9,25.29,Dallas
411,106,502,2023-05-20,2,23.4,Dallas
412,108,502,2023-07-07,4,20.67,San Diego
413,104,502,2023-05-08,8,16.19,Houston
414,107,501,2023-06-05,5,20.72,Miami
415,108,504,2023-05-31,10,14.8,Chicago
416,106,501,2023-07-18,6,11.44,Los Angeles
417,106,502,2023-07-06,5,13.46,San Francisco
418,103,503,2023-06-15,5,15.43,Chicago
419,110,503,2023-06-17,7,6.99,Dallas
420,102,502,2023-05-04,6,23.27,Dallas
421,106,501,2023-06-15,8,8.79,Houston
422,106,501,2023-06-22,4,19.58,Chicago
423,101,504,2023-08-01,7,11.02,Los Angeles
424,110,503,2023-06-02,6,8.25,San Francisco
425,102,503,2023-07-20,1,14.13,San Diego
426,110,502,2023-08-09,4,16.39,San Diego
427,104,502,2023-05-11,1,10.41,Dallas
428,106,502,2023-05-09,2,18.25,Atlanta
429,102,504,2023-07-23,3,12.25,Houston
430,110,502,2023-05-16,4,8.22,Phoenix
431,110,503,2023-06-08,2,11.36,San Diego
432,106,504,2023-08-08,6,24.36,Atlanta
433,106,504,2023-08-05,7,24.83,New York
434,103,502,2023-08-08,8,18.11,San Francisco
435,106,502,2023-06-03,7,19.97,Phoenix
436,102,504,2023-08-07,9,24.86,New York
437,104,504,2023-05-13,9,10.59,Los Angeles
438,105,501,2023-05-29,6,11.22,Phoenix
439,110,501,2023-05-15,7,14.53,San Francisco
440,107,503,2023-07-02,5,18.33,Phoenix
441,107,504,2023-07-04,1,24.66,Atlanta
442,103,504,2023-07-15,10,25.33,San Francisco
443,107,502,2023-05-31,7,16.04,San Diego
444,107,502,2023-05-08,8,19.58,San Diego
445,101,502,2023-05-30,7,23.05,Chicago
446,108,501,2023-06-03,9,7.74,New York
447,107,502,2023-06-20,10,12.25,Los Angeles
448,108,502,2023-05-21,5,24.14,San Diego
449,107,501,2023-05-15,10,20.25,New York
450,102,504,2023-07-17,5,25.55,Phoenix
451,102,503,2023-06-05,8,5.61,San Diego
452,107,502,2023-08-09,3,19.83,Chicago
453,106,504,2023-05-28,9,21.1,Phoenix
454,103,504,2023-06-18,7,12.28,New York
455,105,503,2023-06-14,3,21.28,Miami
456,103,501,2023-07-16,6,15.52,Houston
457,106,501,2023-05-05,9,15.12,Atlanta
458,102,504,2023-05-08,7,9.44,San Diego
459,103,501,2023-05-02,10,8.64,Phoenix
460,102,502,2023-07-14,2,19.25,Miami
461,106,501,2023-05-28,5,9.17,San Diego
462,105,501,2023-06-01,6,7.47,San Diego
463,104,503,2023-06-11,10,11.53,Atlanta
464,108,504,2023-06-19,7,14.52,Miami
465,104,503,2023-05-26,3,9.38,Atlanta
466,110,502,2023-06-03,10,16.93,Miami
467,105,502,2023-06-19,3,7.85,Houston
468,105,501,2023-06-16,3,11.7,Chicago
469,104,503,2023-05-19,2,24.71,San Francisco
470,106,503,2023-06-13,4,16.7,Phoenix
471,107,502,2023-05-14,3,11.32,Dallas
472,105,501,2023-06-17,2,16.4,San Diego
473,106,504,2023-07-10,8,8.74,Chicago
474,104,504,2023-08-02,5,15.31,Houston
475,103,502,2023-05-11,1,13.64,Phoenix
476,103,501,2023-05-31,9,11.95,San Francisco
477,104,501,2023-08-01,3,16.74,San Diego
478,108,502,2023-06-13,3,24.83,Los Angeles
479,108,502,2023-05-16,6,10.89,San Francisco
480,108,503,2023-08-03,3,7.29,Houston
481,109,504,2023-06-01,3,24.06,San Francisco
482,110,504,2023-07-18,2,23.38,Chicago
483,102,502,2023-06-06,9,5.85,Miami
484,105,501,2023-07-17,9,13.03,Miami
485,109,503,2023-08-04,4,16.49,San Diego
486,110,503,2023-05-25,3,16.11,Houston
487,110,501,2023-06-28,5,23.29,Chicago
488,107,501,2023-07-22,10,25.44,San Diego
489,103,502,2023-05-23,8,22.05,Atlanta
490,106,503,2023-08-01,3,15.43,San Diego
491,109,504,2023-06-14,7,10.63,Phoenix
492,109,502,2023-06-07,4,11.58,Los Angeles
493,103,501,2023-07-25,5,23.27,Dallas
494,108,501,2023-08-04,6,20.58,Phoenix
495,104,503,2023-06-04,10,12.57,Chicago
496,103,501,2023-06-19,9,14.95,Miami
497,101,504,2023-07-16,4,20.32,San Diego
498,105,501,2023-08-03,1,9.48,San Francisco
499,103,501,2023-06-24,7,7.29,Dallas
500,109,502,2023-07-08,8,22.93,Miami
501,102,501,2023-05-10,9,15.21,Los Angeles
502,110,504,2023-07-09,1,20.91,San Diego
503,109,503,2023-07-04,8,18.97,Phoenix
504,104,504,2023-06-27,5,16.21,Houston
505,109,503,2023-05-06,4,9.22,San Francisco
506,104,504,2023-06-08,1,13.76,San Diego
507,108,504,2023-07-12,1,11.31,San Diego
508,104,504,2023-07-05,7,9.57,Phoenix
509,105,502,2023-06-28,8,23.2,Chicago
510,109,503,2023-06-18,6,7.58,San Francisco
511,108,503,2023-07-01,2,10.81,New York
512,105,503,2023-06-26,8,11.93,Atlanta
513,106,501,2023-08-02,9,14.62,San Diego
514,109,502,2023-07-17,8,22.59,New York
515,107,501,2023-06-07,8,10.41,Phoenix
516,104,501,2023-08-08,4,5.85,Houston
517,101,503,2023-06-11,1,21.76,Chicago
518,105,503,2023-08-07,9,7.28,Atlanta
519,103,503,2023-06-12,10,24.12,New York
520,103,502,2023-05-30,4,20.99,Miami
521,102,504,2023-07-05,8,7.81,Houston
522,104,504,2023-05-05,2,20.38,Atlanta
523,109,503,2023-05-07,5,6.41,Los Angeles
524,110,501,2023-06-01,5,13.02,San Diego
525,110,503,2023-07-08,4,20.87,Houston
526,103,504,2023-06-09,7,6.65,New York
527,103,504,2023-05-25,9,11.98,San Diego
528,109,502,2023-08-08,2,14.89,Houston
529,108,503,2023-05-22,7,15.23,Chicago
530,110,501,2023-07-15,8,8.01,New York
531,102,502,2023-06-24,5,19.82,San Francisco
532,108,502,2023-06-20,3,13.07,New York
533,106,502,2023-06-14,1,15.83,San Diego
534,103,501,2023-06-01,10,6.32,Phoenix
535,105,503,2023-07-11,4,21.91,New York
536,107,502,2023-06-15,2,17.42,Atlanta
537,102,504,2023-05-30,6,23.31,Chicago
538,108,502,2023-06-30,7,18.85,Los Angeles
539,101,503,2023-07-07,1,15.08,Dallas
540,105,504,2023-07-25,4,11.47,Dallas
541,105,501,2023-06-26,2,6.11,Phoenix
542,106,502,2023-07-27,4,6.44,San Francisco
543,102,504,2023-07-11,7,21.66,Atlanta
544,101,501,2023-06-18,9,17.07,Houston
545,104,503,2023-07-28,3,10.12,Miami
546,108,503,2023-05-23,10,10.39,Los Angeles
547,103,501,2023-08-06,7,15.07,Phoenix
548,102,502,2023-06-17,4,12.93,Dallas
549,106,502,2023-06-02,7,13.31,Dallas
550,110,502,2023-07-24,5,25.86,Los Angeles
551,108,501,2023-05-19,5,10.12,Los Angeles
552,107,503,2023-06-21,1,12.19,Dallas
553,105,502,2023-07-28,2,7.96,Miami
554,106,503,2023-05-26,3,17.44,Houston
555,108,501,2023-06-29,1,5.23,Houston
556,108,501,2023-06-02,8,8.54,Houston
557,108,501,2023-07-27,4,19.45,Los Angeles
558,110,501,2023-07-14,7,10.89,Chicago
559,107,501,2023-06-02,4,20.26,Miami
560,104,503,2023-06-06,8,7.55,San Francisco
561,110,501,2023-07-15,3,18.73,Chicago
562,106,504,2023-08-03,8,17.22,Atlanta
563,109,504,2023-05-19,9,7.35,San Diego
564,110,503,2023-07-26,10,16.77,Atlanta
565,102,504,2023-06-11,7,11.1,Atlanta
566,104,504,2023-07-29,2,15.87,San Francisco
567,108,503,2023-06-25,6,18.9,Houston
568,102,504,2023-08-08,6,23.45,Miami
569,103,504,2023-05-10,6,22.15,Dallas
570,106,502,2023-06-11,9,5.61,Miami
571,107,502,2023-05-28,1,10.33,San Francisco
572,107,502,2023-05-29,5,9.49,Dallas
573,106,501,2023-07-11,4,22.36,San Diego
574,104,501,2023-06-07,1,10.9,Houston
575,109,503,2023-07-02,1,24.17,San Francisco
576,108,501,2023-05-16,6,23.37,San Francisco
577,110,503,2023-05-28,2,24.42,Atlanta
578,106,504,2023-06-07,7,16.72,Miami
