OrderID,CustomerID,ProductID,OrderDate,Quantity,Price,City
148,102,502,2023-05-08,8,6.38,Atlanta
149,103,504,2023-07-11,10,12.52,Phoenix
150,108,504,2023-05-03,3,16.15,Houston
151,102,501,2023-07-05,9,16.34,Dallas
152,102,502,2023-05-22,1,6.97,Miami
153,108,502,2023-07-19,7,19.81,Los Angeles
154,109,501,2023-05-30,8,10.58,Phoenix
155,104,501,2023-05-10,5,11.75,Dallas
156,108,503,2023-08-08,9,12.29,Los Angeles
157,104,502,2023-07-07,7,11.97,San Francisco
158,110,504,2023-07-06,3,7.18,Phoenix
159,102,504,2023-06-21,5,21.28,Miami
160,105,502,2023-06-10,5,22.22,Los Angeles
161,108,501,2023-06-12,8,18.36,Dallas
162,104,502,2023-08-04,10,5.12,Los Angeles
163,103,501,2023-06-07,6,16.98,Phoenix
164,106,501,2023-06-21,3,9.32,Houston
165,103,503,2023-05-26,3,14.25,Houston
166,106,501,2023-05-28,6,18.21,Atlanta
167,102,501,2023-05-23,9,17.8,Dallas
168,102,501,2023-06-11,1,18.01,Dallas
169,110,501,2023-05-15,1,6.71,San Diego
170,101,502,2023-05-05,4,17.0,San Francisco
171,104,503,2023-05-29,1,11.24,Phoenix
172,110,504,2023-08-02,3,15.66,Atlanta
173,108,504,2023-07-31,6,8.49,Chicago
174,106,502,2023-08-06,9,15.07,Houston
175,108,503,2023-05-12,4,15.81,Phoenix
176,101,504,2023-05-11,4,24.12,Los Angeles
177,109,504,2023-06-04,4,7.39,Chicago
178,110,503,2023-06-22,6,19.29,Phoenix
179,107,504,2023-06-07,2,12.23,San Francisco
180,102,501,2023-06-17,10,16.36,Dallas
181,109,504,2023-05-12,4,6.02,Dallas
182,109,501,2023-08-06,2,7.52,Houston
183,103,502,2023-06-21,2,20.17,Phoenix
184,109,502,2023-05-06,3,14.87,Miami
185,107,503,2023-07-27,2,25.67,Dallas
186,110,504,2023-05-26,1,13.65,Miami
187,106,502,2023-05-19,6,10.74,San Francisco
188,106,502,2023-07-21,4,7.71,Houston
189,107,502,2023-06-14,2,17.89,San Diego
190,108,503,2023-07-03,8,24.59,New York
191,105,503,2023-05-20,6,16.67,Dallas
192,103,501,2023-05-17,6,16.03,Chicago
193,106,504,2023-08-01,6,22.91,Chicago
194,104,504,2023-07-29,3,21.62,Los Angeles
195,110,503,2023-06-05,3,11.84,New York
196,101,502,2023-07-27,3,10.7,Miami
197,104,503,2023-06-29,2,22.32,San Francisco
198,103,501,2023-07-02,9,19.48,San Francisco
199,108,501,2023-07-17,2,10.87,San Francisco
200,106,504,2023-07-03,2,5.25,San Francisco
201,110,502,2023-07-24,5,20.09,San Francisco
202,110,502,2023-07-04,3,9.84,Atlanta
203,107,501,2023-07-27,2,8.43,Atlanta
204,109,501,2023-07-04,1,12.71,New York
205,110,501,2023-05-08,5,25.17,Chicago
206,102,501,2023-05-31,6,20.13,New York
207,103,503,2023-06-22,6,18.77,Houston
208,105,501,2023-07-19,2,19.63,Atlanta
209,104,504,2023-06-26,3,20.88,Houston
210,101,504,2023-06-20,8,21.8,Miami
211,104,503,2023-07-29,2,8.7,Miami
212,109,503,2023-06-13,4,14.3,Dallas
213,102,501,2023-06-24,7,17.47,San Diego
214,110,502,2023-07-13,8,9.23,San Diego
215,108,502,2023-07-19,5,19.93,Los Angeles
216,102,504,2023-08-09,10,11.13,Dallas
217,103,503,2023-08-05,5,18.61,New York
218,104,502,2023-07-04,2,13.2,New York
219,108,502,2023-07-30,7,17.64,Chicago
220,104,501,2023-06-06,4,10.67,Atlanta
221,108,502,2023-06-10,9,8.46,Phoenix
222,101,502,2023-08-08,2,23.9,Chicago
223,104,503,2023-05-22,9,10.11,Phoenix
224,101,502,2023-05-13,5,21.35,San Diego
225,110,504,2023-05-28,4,9.0,San Diego
226,106,503,2023-06-27,10,5.05,San Francisco
227,108,501,2023-05-02,1,24.25,San Diego
228,101,501,2023-07-03,8,19.2,Los Angeles
229,105,501,2023-06-14,4,22.78,Miami
230,102,501,2023-07-27,7,15.21,New York
231,108,502,2023-07-12,10,7.07,Atlanta
232,105,503,2023-06-06,5,19.43,New York
233,108,502,2023-07-25,4,24.89,San Francisco
234,102,502,2023-05-22,8,12.58,San Diego
235,103,502,2023-06-24,7,22.46,San Diego
236,101,504,2023-07-25,8,12.07,Miami
237,104,503,2023-05-14,10,17.19,Dallas
238,107,502,2023-07-01,4,8.2,Miami
239,107,503,2023-06-09,7,15.25,San Francisco
240,102,503,2023-08-06,1,20.04,Atlanta
241,104,502,2023-06-09,8,6.68,Miami
242,104,501,2023-06-30,6,23.91,Chicago
243,103,501,2023-05-05,8,6.38,New York
244,109,504,2023-05-10,8,5.03,Atlanta
245,101,503,2023-05-09,4,20.74,Houston
246,110,504,2023-05-06,8,16.11,Atlanta
247,101,504,2023-07-05,1,12.52,New York
248,103,502,2023-06-30,8,12.93,Chicago
249,101,504,2023-07-22,2,5.78,San Francisco
250,101,504,2023-07-06,6,19.6,Chicago
251,108,503,2023-05-23,2,13.51,San Francisco
252,106,501,2023-05-03,7,11.37,Los Angeles
253,101,503,2023-06-02,3,19.38,Phoenix
254,108,503,2023-08-07,8,17.17,San Diego
255,108,503,2023-06-16,2,22.28,Los Angeles
256,101,503,2023-05-06,7,5.02,Phoenix
257,101,504,2023-05-09,5,12.69,Houston
258,104,501,2023-05-06,10,14.19,Los Angeles
259,101,502,2023-07-14,6,22.61,San Francisco
260,106,504,2023-06-29,3,13.4,Phoenix
261,108,504,2023-05-06,8,23.84,Chicago
262,103,502,2023-06-18,4,15.46,Dallas
263,109,503,2023-06-10,2,10.49,Miami
264,110,504,2023-05-31,4,6.81,Los Angeles
265,107,504,2023-05-27,9,24.78,New York
266,110,501,2023-06-21,9,25.18,Atlanta
267,102,503,2023-05-01,2,14.73,San Diego
268,109,501,2023-07-31,8,18.69,New York
269,108,503,2023-05-01,7,17.91,Miami
270,106,502,2023-06-13,6,16.26,Miami
271,103,501,2023-07-15,6,20.3,New York
272,103,504,2023-05-15,1,15.3,San Francisco
273,109,504,2023-05-28,5,15.33,Atlanta
274,104,504,2023-07-20,7,5.49,San Diego
275,103,501,2023-05-26,9,21.64,Houston
276,110,504,2023-07-08,4,16.96,Houston
277,103,503,2023-06-29,2,21.11,Atlanta
278,108,504,2023-05-08,10,9.17,Atlanta
279,103,501,2023-06-26,1,22.7,Chicago
280,106,504,2023-05-05,5,17.42,Miami
281,101,503,2023-07-21,5,16.89,Miami
282,107,502,2023-06-22,1,11.29,Miami
283,103,501,2023-07-11,4,16.02,Atlanta
284,107,502,2023-07-21,7,15.68,Los Angeles
285,110,501,2023-07-17,8,17.8,San Francisco
286,107,503,2023-07-23,5,16.56,Phoenix
287,109,504,2023-05-09,4,9.19,Phoenix
288,103,504,2023-07-14,2,25.33,San Francisco
289,101,502,2023-05-14,3,14.32,New York
290,110,502,2023-05-08,1,18.0,Dallas
291,109,502,2023-05-23,5,16.89,Atlanta
292,105,503,2023-07-17,2,20.61,New York
293,103,502,2023-07-07,4,17.79,Dallas
294,104,501,2023-05-03,2,5.31,Miami
295,106,503,2023-06-03,5,21.52,Houston
296,103,503,2023-07-14,8,14.27,San Diego
297,108,504,2023-07-06,10,16.62,San Diego
298,101,502,2023-06-24,7,18.7,San Diego
299,105,502,2023-06-11,8,8.3,Chicago
300,110,501,2023-07-04,4,12.55,Los Angeles
301,107,502,2023-07-12,6,16.47,Atlanta
302,108,502,2023-05-04,1,23.14,Phoenix
303,107,502,2023-07-02,2,12.76,Los Angeles
304,110,501,2023-06-30,2,20.81,San Francisco
305,105,501,2023-07-06,6,7.01,San Diego
306,104,501,2023-07-21,6,20.42,Dallas
307,105,503,2023-06-21,6,9.54,New York
308,102,504,2023-07-13,7,8.99,Atlanta
309,110,501,2023-06-04,6,17.25,Phoenix
310,103,501,2023-05-06,6,25.24,Los Angeles
311,103,501,2023-05-16,4,10.68,Atlanta
312,109,502,2023-06-29,7,15.65,Phoenix
313,103,503,2023-07-30,8,10.02,Dallas
314,101,502,2023-05-09,9,14.86,Chicago
315,105,501,2023-06-07,9,6.19,Dallas
316,108,503,2023-07-26,1,23.12,Miami
317,108,502,2023-05-30,6,13.87,New York
318,105,501,2023-05-11,6,14.21,Dallas
319,103,502,2023-05-15,2,23.0,Los Angeles
320,108,503,2023-06-25,1,16.77,San Diego
321,110,504,2023-06-14,10,13.34,Phoenix
322,105,504,2023-08-04,2,23.46,Dallas
323,108,502,2023-07-07,1,18.15,Houston
324,110,501,2023-05-28,5,6.84,Los Angeles
325,106,502,2023-06-10,10,6.12,Atlanta
326,106,503,2023-06-24,10,5.8,Los Angeles
327,103,501,2023-05-29,9,24.69,Miami
328,107,504,2023-06-02,2,16.88,Houston
329,109,504,2023-07-03,9,19.82,Chicago
330,110,504,2023-06-22,4,15.41,Dallas
331,108,502,2023-07-26,5,16.69,Los Angeles
332,107,504,2023-07-01,1,23.75,Los Angeles
333,102,501,2023-06-06,3,21.05,New York
334,110,504,2023-07-08,4,12.18,Dallas
335,105,502,2023-07-23,2,6.2,Houston
336,106,503,2023-05-25,1,15.79,Miami
337,102,502,2023-07-22,2,15.09,Dallas
338,103,503,2023-05-05,2,18.32,San Francisco
339,104,503,2023-05-12,7,5.2,Miami
340,102,503,2023-06-03,6,14.17,Dallas
341,107,502,2023-05-06,1,20.72,New York
342,105,501,2023-05-30,6,19.11,Chicago
343,108,501,2023-05-30,6,17.88,Los Angeles
344,109,502,2023-07-11,2,15.06,Atlanta
345,104,503,2023-07-11,10,14.61,New York
346,109,502,2023-05-22,4,6.89,Atlanta
347,102,503,2023-06-14,2,14.77,Houston
348,106,504,2023-06-02,5,25.37,Houston
349,104,503,2023-05-11,7,7.49,Phoenix
350,108,502,2023-05-30,10,9.24,Houston
351,104,503,2023-05-13,4,11.75,Phoenix
352,102,504,2023-05-08,6,24.12,San Diego
353,103,504,2023-05-18,1,5.17,New York
354,108,502,2023-07-21,2,12.12,Houston
355,101,501,2023-06-19,3,19.66,Dallas
356,101,504,2023-05-21,9,13.52,Phoenix
357,106,501,2023-05-27,5,6.28,San Diego
358,104,504,2023-08-07,5,8.16,Houston
359,110,504,2023-05-19,10,21.2,Dallas
360,101,502,2023-06-16,4,12.24,San Francisco
361,109,503,2023-07-15,3,18.64,San Francisco
362,107,502,2023-05-20,4,13.34,Los Angeles
363,108,501,2023-05-06,7,15.0,Chicago
364,107,502,2023-07-11,8,13.28,San Francisco
365,105,503,2023-07-25,1,9.7,Dallas
366,107,504,2023-06-21,8,18.73,Houston
367,108,501,2023-05-14,9,18.22,Atlanta
368,106,504,2023-05-30,9,5.75,Houston
369,110,504,2023-07-03,7,16.93,Atlanta
370,107,503,2023-07-16,5,8.3,New York
371,104,504,2023-05-18,9,18.24,Miami
372,104,503,2023-05-29,10,15.17,Miami
373,107,504,2023-07-19,9,20.74,Miami
374,102,504,2023-06-09,7,8.11,Houston
375,105,503,2023-07-12,10,24.03,San Diego
376,107,502,2023-06-22,10,9.16,Chicago
377,110,503,2023-06-04,9,22.61,Miami
378,109,501,2023-07-06,1,24.5,New York
379,109,502,2023-05-11,7,14.9,Dallas
380,109,501,2023-05-15,10,5.66,Atlanta
381,104,503,2023-06-18,3,12.65,Miami
382,103,503,2023-05-25,6,16.7,Los Angeles
383,105,503,2023-05-22,7,19.94,Atlanta
384,107,504,2023-05-23,6,24.42,Houston
385,110,504,2023-05-23,5,5.68,Chicago
386,107,504,2023-07-20,2,18.85,San Diego
387,106,501,2023-05-16,7,9.68,Chicago
388,104,501,2023-05-08,1,24.39,Houston
389,109,502,2023-06-15,3,11.24,Los Angeles
390,106,501,2023-08-07,4,11.31,San Francisco
391,104,501,2023-07-08,5,15.54,Phoenix
392,109,501,2023-05-02,4,19.52,Los Angeles
393,101,502,2023-06-10,1,19.97,San Diego
394,110,502,2023-07-15,3,22.93,Atlanta
395,107,501,2023-07-21,4,18.07,Chicago
396,105,502,2023-05-14,3,8.93,Los Angeles
397,102,503,2023-06-26,8,7.8,San Diego
398,109,504,2023-05-25,6,20.46,Los Angeles
399,105,504,2023-05-28,7,20.75,Chicago
400,102,504,2023-05-15,10,25.73,Phoenix
401,103,503,2023-07-17,6,14.25,Los Angeles
402,104,503,2023-06-13,6,21.36,Atlanta
403,109,502,2023-08-01,4,9.62,Houston
404,102,504,2023-06-26,4,11.67,Dallas
405,102,501,2023-07-30,2,9.36,Chicago
406,105,503,2023-07-03,9,22.07,Los Angeles
407,106,501,2023-07-21,4,6.0,San Francisco
408,104,501,2023-06-04,1,11.01,Chicago
409,108,504,2023-05-31,7,16.12,Chicago
410,102,503,2023-07-20,7,17.85,Atlanta
411,107,501,2023-05-23,5,5.12,San Francisco
412,101,501,2023-05-24,9,10.03,Houston
413,107,501,2023-06-24,8,18.14,Dallas
414,110,503,2023-07-10,1,18.3,Los Angeles
415,109,503,2023-06-19,7,17.93,Chicago
416,106,501,2023-05-08,5,21.25,San Francisco
417,105,502,2023-08-07,7,24.5,Dallas
418,107,503,2023-05-10,5,12.97,San Diego
419,102,501,2023-05-08,5,22.53,Houston
420,107,504,2023-05-05,5,5.05,Miami
421,109,504,2023-05-05,2,15.81,Phoenix
422,110,501,2023-05-22,8,11.99,Dallas
423,105,501,2023-07-23,4,20.95,Atlanta
424,110,502,2023-06-29,7,14.56,Dallas
425,105,501,2023-05-28,4,15.71,San Francisco
426,107,501,2023-05-16,5,18.91,Phoenix
427,106,501,2023-05-18,10,21.19,Chicago
428,104,501,2023-07-06,4,7.08,San Diego
429,108,501,2023-06-22,1,20.53,Chicago
430,109,504,2023-07-22,10,18.08,San Francisco
431,101,504,2023-06-28,8,8.81,Miami
432,109,501,2023-08-06,6,6.67,Chicago
433,108,501,2023-07-11,7,19.66,Atlanta
434,109,503,2023-07-20,6,12.99,San Francisco
435,107,502,2023-05-18,9,12.19,Dallas
436,102,502,2023-06-07,1,10.75,Los Angeles
437,110,504,2023-07-22,8,22.52,Houston
438,104,503,2023-05-14,1,12.22,Los Angeles
439,109,502,2023-05-20,7,6.88,Miami
440,107,501,2023-07-11,1,24.08,Chicago
441,103,502,2023-06-15,6,12.92,Atlanta
442,105,504,2023-06-17,7,22.33,San Diego
443,108,504,2023-06-30,5,22.34,Miami
444,109,503,2023-07-31,1,25.15,Phoenix
445,105,502,2023-05-11,3,12.97,Atlanta
446,104,503,2023-07-30,3,5.97,Atlanta
447,103,502,2023-07-26,6,18.61,New York
448,103,503,2023-05-20,1,16.11,Houston
449,106,504,2023-06-06,10,18.73,Atlanta
450,102,502,2023-06-25,10,20.0,Miami
451,109,501,2023-08-05,6,15.26,Atlanta
452,106,501,2023-07-05,3,12.19,Houston
453,110,501,2023-06-26,7,9.03,San Francisco
454,105,503,2023-06-26,3,6.71,Phoenix
455,107,503,2023-05-26,2,8.03,Los Angeles
456,106,502,2023-07-23,2,12.54,Dallas
457,110,503,2023-07-15,4,6.52,Phoenix
458,106,502,2023-06-21,2,17.9,Chicago
459,110,504,2023-06-14,4,8.28,New York
460,102,501,2023-06-19,7,14.64,Atlanta
461,107,501,2023-05-31,7,18.38,Chicago
462,101,504,2023-06-12,6,20.61,Houston
463,105,503,2023-06-27,5,25.64,Phoenix
464,104,503,2023-05-18,10,10.62,San Francisco
465,109,503,2023-06-30,6,14.64,Miami
466,103,502,2023-06-06,9,16.51,Los Angeles
467,105,502,2023-08-08,2,11.93,Los Angeles
468,110,502,2023-05-09,4,25.4,Phoenix
469,101,503,2023-06-15,1,16.82,San Francisco
470,108,503,2023-07-22,7,8.45,Los Angeles
471,109,504,2023-05-28,1,5.34,Atlanta
472,110,503,2023-06-15,2,6.97,Houston
473,105,504,2023-07-10,3,10.21,San Diego
474,110,501,2023-08-07,5,21.77,Atlanta
475,107,503,2023-05-14,10,23.97,Los Angeles
476,106,503,2023-07-21,7,22.68,San Francisco
477,102,504,2023-07-01,3,21.01,Dallas
478,101,503,2023-08-02,4,23.95,Miami
479,109,503,2023-08-01,6,18.13,Phoenix
480,110,502,2023-07-07,9,12.83,Phoenix
481,102,502,2023-07-13,2,11.54,Los Angeles
482,110,504,2023-05-04,2,25.09,Houston
483,110,501,2023-08-03,1,8.31,Houston
484,105,503,2023-06-27,5,12.46,Dallas
485,102,503,2023-07-14,6,12.12,Miami
486,107,503,2023-08-01,1,24.02,Houston
487,107,503,2023-05-31,7,14.48,San Francisco
488,110,502,2023-07-27,10,10.6,Houston
489,103,503,2023-06-19,6,20.02,Miami
490,106,503,2023-06-19,2,25.52,San Francisco
491,109,502,2023-05-02,2,24.05,Phoenix
492,103,502,2023-06-17,7,10.12,Chicago
493,103,502,2023-05-28,5,13.13,Miami
494,109,501,2023-05-14,3,13.05,Houston
495,110,502,2023-06-19,9,17.18,Los Angeles
496,105,504,2023-07-09,9,19.76,Chicago
497,109,501,2023-06-14,2,24.46,San Francisco
498,105,504,2023-06-22,5,24.91,Chicago
499,101,502,2023-07-31,8,25.35,San Diego
500,105,503,2023-07-20,10,10.66,New York
501,101,504,2023-08-04,2,19.75,Houston
502,103,501,2023-05-18,2,14.03,Chicago
503,102,504,2023-08-01,2,15.35,Houston
504,107,501,2023-07-16,2,18.89,Atlanta
505,102,501,2023-06-17,9,19.53,Chicago
506,107,503,2023-08-05,8,5.7,Los Angeles
507,102,504,2023-07-18,1,21.88,Atlanta
508,101,501,2023-08-09,9,14.05,San Francisco
509,103,501,2023-05-10,3,15.12,New York
510,104,501,2023-06-23,4,23.72,New York
511,102,503,2023-06-02,7,9.49,New York
512,101,501,2023-06-30,1,8.48,Los Angeles
513,106,501,2023-08-06,7,7.42,Phoenix
514,110,504,2023-06-13,5,12.36,Miami
515,106,504,2023-05-15,2,9.11,Houston
516,104,503,2023-05-29,3,24.38,Chicago
517,102,504,2023-06-03,6,17.59,Atlanta
518,104,503,2023-06-14,8,20.12,Los Angeles
519,103,503,2023-08-08,5,17.6,Atlanta
520,107,502,2023-06-04,7,14.28,Miami
521,103,501,2023-06-09,1,16.5,New York
522,110,502,2023-05-19,9,23.92,Chicago
523,108,503,2023-05-28,3,24.92,New York
524,104,503,2023-05-02,1,20.8,San Francisco
525,104,504,2023-07-24,7,16.81,Atlanta
526,105,504,2023-05-25,2,20.43,San Diego
527,109,502,2023-07-28,3,23.48,Dallas
528,101,502,2023-05-12,5,16.3,Atlanta
529,108,504,2023-05-16,5,8.13,Atlanta
530,110,503,2023-07-14,6,11.53,Houston
531,110,503,2023-07-04,9,7.38,San Francisco
532,107,504,2023-07-29,5,5.98,Miami
533,101,504,2023-05-27,6,22.19,San Francisco
534,105,502,2023-08-05,5,8.11,Phoenix
535,103,502,2023-06-16,5,8.68,San Francisco
536,110,504,2023-06-20,6,20.33,San Francisco
537,106,504,2023-07-18,7,17.39,Chicago
538,110,501,2023-06-08,2,17.83,Miami
539,106,501,2023-05-24,5,17.34,San Francisco
540,108,503,2023-07-11,7,17.35,New York
541,108,503,2023-06-28,9,13.74,Atlanta
542,110,503,2023-07-10,1,17.71,Los Angeles
543,105,501,2023-06-19,8,12.41,New York
544,106,504,2023-07-14,5,5.51,Chicago
545,104,502,2023-07-07,3,16.46,Dallas
546,110,501,2023-07-31,1,7.89,Dallas
547,107,503,2023-05-22,7,8.2,San Francisco
548,102,501,2023-05-18,1,23.59,San Francisco
549,110,501,2023-08-04,3,8.18,Atlanta
550,104,504,2023-07-01,9,6.17,Miami
551,108,502,2023-05-16,7,24.31,San Diego
552,101,503,2023-06-15,4,22.53,San Francisco
553,104,501,2023-06-01,5,6.78,San Diego
554,105,503,2023-06-20,6,10.73,Dallas
555,101,501,2023-07-13,6,7.17,Atlanta
556,101,501,2023-07-07,6,13.43,Atlanta
557,103,503,2023-06-15,2,11.45,Los Angeles
558,105,501,2023-05-16,1,21.5,San Francisco
559,109,501,2023-06-10,10,8.55,San Diego
560,102,502,2023-07-27,4,10.55,Chicago
561,101,504,2023-06-14,8,13.16,Atlanta
562,108,503,2023-07-20,10,22.33,Atlanta
563,110,501,2023-05-10,10,17.83,San Francisco
564,101,504,2023-05-11,10,14.65,New York
565,108,503,2023-07-30,4,13.24,Houston
566,101,501,2023-06-18,7,22.36,Chicago
567,106,501,2023-06-27,7,14.12,San Francisco
568,103,502,2023-07-08,10,18.7,Los Angeles
569,101,502,2023-06-24,9,16.45,Miami
570,110,503,2023-07-02,4,5.36,Phoenix
571,103,504,2023-07-09,8,17.49,Los Angeles
572,102,502,2023-07-16,2,5.36,San Francisco
573,103,501,2023-05-26,9,25.75,Atlanta
574,101,501,2023-05-24,9,23.64,San Diego
575,106,504,2023-07-17,9,11.12,San Francisco
576,106,504,2023-05-10,5,6.4,Houston
577,108,504,2023-07-15,3,12.67,San Diego
